Nota_Matematica,IAA,Fase Ideal,Turma,RA,INDE,Nota_Portugues,IDA,IAN,Ano Nascimento,IPV,IPS,Ano ingresso,Pedra,Instituição de ensino,Nome Anonimizado,IEG,Idade,Fase,Defasagem,Gênero,Ano_Referencia
5.0,0.0,Fase 3 (7° e 8° ano),2A,RA-1075,6.591333333,6.0,5.5,5.0,2010,9.0025,5.0,2023,Agata,Pública,Aluno-1075,9.6,12,FASE 2,-1,Feminino,2023
9.8,9.0,Fase 2 (5° e 6° ano),2A,RA-578,9.013866667,9.5,9.7,10.0,2012,9.7625,2.52,2019,Topázio,Privada - Programa de Apadrinhamento,Aluno-578,10.0,11,FASE 2,0,Masculino,2023
7.2,9.5,Fase 2 (5° e 6° ano),2A,RA-513,8.297866667,7.8,7.5,10.0,2013,9.0075,2.52,2021,Topázio,Privada,Aluno-513,9.7,10,FASE 2,0,Masculino,2023
9.2,8.5,Fase 2 (5° e 6° ano),2A,RA-487,8.988866667,9.7,9.5,10.0,2012,9.26,5.0,2019,Topázio,Privada - Programa de Apadrinhamento,Aluno-487,9.9,11,FASE 2,0,Feminino,2023
9.0,9.0,Fase 3 (7° e 8° ano),2A,RA-1076,7.901033333,8.0,8.5,5.0,2011,8.8775,2.52,2023,Ametista,Pública,Aluno-1076,9.7,12,FASE 2,-1,Feminino,2023
2.8,7.9,Fase 2 (5° e 6° ano),2A,RA-490,7.429466667,8.7,5.8,10.0,2012,9.0075,2.52,2022,Ametista,Privada,Aluno-490,7.9,11,FASE 2,0,Feminino,2023
3.3,9.5,Fase 2 (5° e 6° ano),2A,RA-491,7.560533333,6.7,5.0,10.0,2011,8.3375,2.52,2022,Ametista,Pública,Aluno-491,9.6,12,FASE 2,0,Masculino,2023
6.8,0.0,Fase 2 (5° e 6° ano),2B,RA-1077,7.2115,7.8,7.3,10.0,2012,8.4225,2.52,2023,Ametista,Pública,Aluno-1077,9.7,11,FASE 2,0,Masculino,2023
3.2,6.4,Fase 3 (7° e 8° ano),2B,RA-484,5.515466667,4.0,3.6,5.0,2011,6.8,2.52,2022,Quartzo,Pública,Aluno-484,7.5,12,FASE 2,-1,Masculino,2023
6.2,6.4,Fase 2 (5° e 6° ano),2B,RA-508,7.671633333,8.7,7.5,10.0,2012,8.6725,2.52,2022,Ametista,Pública,Aluno-508,8.6,10,FASE 2,0,Masculino,2023
6.0,9.0,Fase 3 (7° e 8° ano),2B,RA-495,7.417366667,8.8,7.4,5.0,2011,8.755,2.52,2022,Ametista,Privada,Aluno-495,8.4,12,FASE 2,-1,Masculino,2023
4.3,5.3,Fase 4 (9° ano),2B,RA-1078,6.472333333,8.5,6.4,5.0,2009,8.2975,2.52,2023,Agata,Pública,Aluno-1078,6.8,14,FASE 2,-2,Masculino,2023
9.0,0.0,Fase 3 (7° e 8° ano),2B,RA-340,7.059666667,8.7,8.9,5.0,2011,8.505,2.52,2017,Ametista,Pública,Aluno-340,9.6,12,FASE 2,-1,Masculino,2023
7.3,9.0,Fase 3 (7° e 8° ano),2B,RA-1079,6.916533333,7.8,7.6,5.0,2010,7.13,2.52,2023,Agata,Pública,Aluno-1079,8.1,13,FASE 2,-1,Masculino,2023
0.0,7.9,Fase 3 (7° e 8° ano),2B,RA-1080,6.571966667,3.0,1.5,5.0,2011,8.13,5.0,2023,Agata,Pública,Aluno-1080,10.0,12,FASE 2,-1,Masculino,2023
8.0,10.0,Fase 4 (9° ano),2B,RA-1081,7.666033333,5.0,6.5,5.0,2009,8.59,2.52,2023,Ametista,Pública,Aluno-1081,10.0,14,FASE 2,-2,Feminino,2023
3.5,9.5,Fase 3 (7° e 8° ano),2B,RA-1082,7.1617,6.5,5.0,5.0,2011,8.4225,2.52,2023,Ametista,Pública,Aluno-1082,9.5,12,FASE 2,-1,Feminino,2023
7.0,6.8,Fase 2 (5° e 6° ano),2B,RA-1083,8.2345,8.0,7.5,10.0,2013,8.38,5.0,2023,Topázio,Pública,Aluno-1083,10.0,10,FASE 2,0,Feminino,2023
6.3,9.5,Fase 2 (5° e 6° ano),2B,RA-531,8.3252,9.0,7.7,10.0,2012,8.59,2.52,2022,Topázio,Pública,Aluno-531,10.0,11,FASE 2,0,Masculino,2023
5.0,8.4,Fase 2 (5° e 6° ano),2B,RA-1084,7.9948,8.5,6.8,10.0,2012,8.38,2.52,2023,Ametista,Pública,Aluno-1084,10.0,11,FASE 2,0,Feminino,2023
9.0,10.0,Fase 2 (5° e 6° ano),2B,RA-516,8.6807,9.5,9.3,10.0,2013,8.7175,2.52,2019,Topázio,Privada - Programa de Apadrinhamento,Aluno-516,9.8,10,FASE 2,0,Masculino,2023
2.0,10.0,Fase 3 (7° e 8° ano),2B,RA-348,6.817866667,6.7,4.4,5.0,2010,8.0075,2.52,2022,Agata,Pública,Aluno-348,8.7,13,FASE 2,-1,Masculino,2023
6.0,0.0,Fase 3 (7° e 8° ano),2C,RA-1085,6.563833333,7.3,6.7,5.0,2011,8.13,2.52,2023,Agata,Pública,Aluno-1085,9.8,12,FASE 2,-1,Feminino,2023
6.0,8.5,Fase 3 (7° e 8° ano),2C,RA-1086,7.2382,5.3,5.7,5.0,2011,8.755,2.52,2023,Ametista,Pública,Aluno-1086,9.4,12,FASE 2,-1,Feminino,2023
3.7,10.0,Fase 3 (7° e 8° ano),2C,RA-1087,7.2067,7.0,5.4,5.0,2011,8.0475,2.52,2023,Ametista,Pública,Aluno-1087,9.5,12,FASE 2,-1,Feminino,2023
8.2,8.5,Fase 3 (7° e 8° ano),2C,RA-509,7.606033333,9.0,8.6,5.0,2010,8.84,2.52,2018,Ametista,Pública,Aluno-509,8.1,12,FASE 2,-1,Feminino,2023
5.3,7.9,Fase 2 (5° e 6° ano),2C,RA-499,7.8883,7.8,6.6,10.0,2012,8.2975,2.52,2020,Ametista,Pública,Aluno-499,10.0,11,FASE 2,0,Masculino,2023
8.5,9.5,Fase 2 (5° e 6° ano),2C,RA-500,8.427533333,7.2,7.9,10.0,2012,8.7975,2.52,2020,Topázio,Pública,Aluno-500,10.0,11,FASE 2,0,Feminino,2023
6.0,9.5,Fase 3 (7° e 8° ano),2C,RA-1088,7.4717,7.5,6.8,5.0,2010,7.9225,2.52,2023,Ametista,Pública,Aluno-1088,9.8,13,FASE 2,-1,Masculino,2023
6.0,9.0,Fase 2 (5° e 6° ano),2C,RA-1089,7.9947,8.0,7.0,10.0,2012,8.3375,2.52,2023,Ametista,Pública,Aluno-1089,9.5,11,FASE 2,0,Feminino,2023
8.7,9.0,Fase 3 (7° e 8° ano),2C,RA-1090,7.844033333,9.3,9.0,5.0,2010,7.88,2.52,2023,Ametista,Pública,Aluno-1090,9.6,13,FASE 2,-1,Masculino,2023
8.7,9.5,Fase 2 (5° e 6° ano),2C,RA-503,8.4682,8.7,8.7,10.0,2012,8.255,2.52,2020,Topázio,Pública,Aluno-503,10.0,11,FASE 2,0,Masculino,2023
9.3,8.5,Fase 3 (7° e 8° ano),2C,RA-1091,8.032533333,9.7,9.5,5.0,2011,9.1725,2.52,2023,Topázio,Pública,Aluno-1091,9.0,12,FASE 2,-1,Masculino,2023
6.0,7.8,Fase 3 (7° e 8° ano),2C,RA-1092,7.41,7.8,6.9,5.0,2011,8.2975,2.52,2023,Ametista,Pública,Aluno-1092,9.8,12,FASE 2,-1,Masculino,2023
9.3,7.0,Fase 2 (5° e 6° ano),2C,RA-1093,8.197533333,9.0,9.2,10.0,2012,8.2975,2.52,2023,Topázio,Pública,Aluno-1093,9.3,11,FASE 2,0,Masculino,2023
7.8,7.8,Fase 2 (5° e 6° ano),2C,RA-1094,8.1779,9.2,8.5,10.0,2011,8.3375,2.52,2023,Topázio,Pública,Aluno-1094,9.5,11,FASE 2,0,Feminino,2023
5.8,0.0,Fase 3 (7° e 8° ano),2C,RA-1095,6.238,4.7,5.3,5.0,2010,8.005,2.52,2023,Agata,Pública,Aluno-1095,9.8,13,FASE 2,-1,Masculino,2023
8.0,5.8,Fase 2 (5° e 6° ano),2D,RA-324,7.6354,8.7,8.4,10.0,2012,7.5875,2.52,2022,Ametista,Pública,Aluno-324,9.0,11,FASE 2,0,Feminino,2023
8.8,10.0,Fase 3 (7° e 8° ano),2D,RA-350,7.972033333,9.2,9.0,5.0,2011,7.92,2.52,2022,Ametista,Pública,Aluno-350,9.7,12,FASE 2,-1,Feminino,2023
4.5,4.1,Fase 3 (7° e 8° ano),2D,RA-517,6.3104,8.7,6.6,5.0,2010,6.7125,2.52,2017,Agata,Pública,Aluno-517,9.0,13,FASE 2,-1,Feminino,2023
3.8,0.0,Fase 2 (5° e 6° ano),2D,RA-325,6.243,7.3,5.6,10.0,2012,7.0025,5.0,2022,Agata,Pública,Aluno-325,7.1,11,FASE 2,0,Masculino,2023
5.5,8.5,Fase 2 (5° e 6° ano),2D,RA-518,7.5762,7.8,6.7,10.0,2012,6.9175,5.0,2022,Ametista,Pública,Aluno-518,8.5,11,FASE 2,0,Masculino,2023
5.8,10.0,Fase 2 (5° e 6° ano),2D,RA-530,7.653033333,5.5,5.7,10.0,2012,7.46,5.0,2019,Ametista,Pública,Aluno-530,8.8,11,FASE 2,0,Masculino,2023
9.0,6.4,Fase 3 (7° e 8° ano),2D,RA-524,7.331133333,8.8,8.9,5.0,2011,7.42,2.52,2019,Ametista,Pública,Aluno-524,9.2,12,FASE 2,-1,Masculino,2023
9.5,9.5,Fase 2 (5° e 6° ano),2D,RA-1096,8.615533333,9.7,9.6,10.0,2012,8.0875,2.52,2023,Topázio,Pública,Aluno-1096,9.9,11,FASE 2,0,Feminino,2023
8.3,9.5,Fase 3 (7° e 8° ano),2D,RA-526,8.0957,9.3,8.8,5.0,2010,7.7525,5.0,2022,Topázio,Pública,Aluno-526,9.8,13,FASE 2,-1,Masculino,2023
7.5,9.0,Fase 3 (7° e 8° ano),2D,RA-528,7.6892,8.8,8.2,5.0,2011,7.92,5.0,2021,Ametista,Pública,Aluno-528,8.5,12,FASE 2,-1,Masculino,2023
3.7,0.0,Fase 3 (7° e 8° ano),2D,RA-534,5.8385,7.0,5.4,5.0,2010,7.92,2.52,2021,Quartzo,Pública,Aluno-534,8.1,13,FASE 2,-1,Masculino,2023
4.3,9.5,Fase 4 (9° ano),2D,RA-1097,6.9547,6.5,5.4,5.0,2009,6.96,5.0,2023,Agata,Pública,Aluno-1097,8.6,14,FASE 2,-2,Masculino,2023
6.3,9.5,Fase 3 (7° e 8° ano),2D,RA-1098,7.2787,6.5,6.4,5.0,2010,7.92,2.52,2023,Ametista,Pública,Aluno-1098,9.5,13,FASE 2,-1,Feminino,2023
7.3,9.5,Fase 3 (7° e 8° ano),2D,RA-506,7.750033333,9.7,8.5,5.0,2010,7.92,5.0,2020,Ametista,Pública,Aluno-506,8.1,13,FASE 2,-1,Masculino,2023
5.7,9.0,Fase 3 (7° e 8° ano),2F,RA-1099,7.113533333,4.7,5.2,5.0,2010,8.34,2.52,2023,Ametista,Pública,Aluno-1099,9.6,13,FASE 2,-1,Feminino,2023
6.3,10.0,Fase 2 (5° e 6° ano),2F,RA-1100,8.261033333,7.8,7.1,10.0,2012,8.283333333,5.0,2023,Topázio,Pública,Aluno-1100,9.2,11,FASE 2,0,Masculino,2023
4.2,0.0,Fase 2 (5° e 6° ano),2F,RA-1101,6.446666667,6.3,5.3,10.0,2013,8.116666667,5.0,2023,Agata,Pública,Aluno-1101,7.2,10,FASE 2,0,Masculino,2023
5.7,9.5,Fase 2 (5° e 6° ano),2F,RA-1102,8.123033333,9.2,7.5,10.0,2012,7.56,5.0,2023,Topázio,Pública,Aluno-1102,9.5,11,FASE 2,0,Masculino,2023
6.8,0.0,Fase 3 (7° e 8° ano),2F,RA-363,6.680833333,6.8,6.8,5.0,2010,8.673333333,2.52,2022,Agata,Pública,Aluno-363,9.9,13,FASE 2,-1,Masculino,2023
4.5,9.0,Fase 2 (5° e 6° ano),2F,RA-1103,7.574866667,5.5,5.0,10.0,2012,8.006666667,5.0,2023,Ametista,Pública,Aluno-1103,8.7,10,FASE 2,0,Masculino,2023
7.2,9.5,Fase 3 (7° e 8° ano),2F,RA-539,7.796866667,9.7,8.5,5.0,2011,8.84,2.52,2022,Ametista,Pública,Aluno-539,8.6,12,FASE 2,-1,Feminino,2023
6.5,8.5,Fase 2 (5° e 6° ano),2F,RA-540,8.216033333,7.7,7.1,10.0,2012,8.95,5.0,2019,Topázio,Pública,Aluno-540,8.8,11,FASE 2,0,Feminino,2023
7.7,6.9,Fase 2 (5° e 6° ano),2F,RA-574,7.878133333,8.5,8.1,10.0,2012,8.173333333,5.0,2022,Ametista,Pública,Aluno-574,8.2,11,FASE 2,0,Masculino,2023
5.0,10.0,Fase 3 (7° e 8° ano),2F,RA-369,6.0197,3.0,4.0,5.0,2011,7.726666667,5.0,2022,Agata,Pública,Aluno-369,4.1,12,FASE 2,-1,Masculino,2023
6.8,0.0,Fase 3 (7° e 8° ano),2F,RA-375,7.070833333,9.0,7.9,5.0,2011,8.283333333,5.0,2019,Ametista,Pública,Aluno-375,9.9,12,FASE 2,-1,Masculino,2023
4.3,8.5,Fase 3 (7° e 8° ano),2F,RA-376,7.1392,7.5,5.9,5.0,2010,8.226666667,2.52,2019,Ametista,Pública,Aluno-376,9.6,13,FASE 2,-1,Feminino,2023
4.7,9.0,Fase 2 (5° e 6° ano),2G,RA-535,8.0027,6.5,5.6,10.0,2012,8.95,5.0,2019,Topázio,Pública,Aluno-535,9.4,11,FASE 2,0,Feminino,2023
5.0,0.0,Fase 3 (7° e 8° ano),2G,RA-547,6.467,7.3,6.2,5.0,2011,8.95,2.52,2019,Agata,Pública,Aluno-547,9.1,12,FASE 2,-1,Feminino,2023
6.2,9.0,Fase 3 (7° e 8° ano),2G,RA-548,7.4322,8.5,7.4,5.0,2010,8.283333333,2.52,2019,Ametista,Pública,Aluno-548,9.1,12,FASE 2,-1,Masculino,2023
3.5,7.4,Fase 3 (7° e 8° ano),2G,RA-538,6.413466667,5.8,4.7,5.0,2009,7.39,2.52,2022,Agata,Pública,Aluno-538,8.6,13,FASE 2,-1,Masculino,2023
8.2,10.0,Fase 2 (5° e 6° ano),2G,RA-365,8.6587,9.2,8.7,10.0,2012,8.953333333,2.52,2022,Topázio,Pública,Aluno-365,9.9,10,FASE 2,0,Feminino,2023
6.5,10.0,Fase 3 (7° e 8° ano),2G,RA-559,7.947366667,8.2,7.4,5.0,2011,8.506666667,5.0,2021,Ametista,Pública,Aluno-559,9.4,12,FASE 2,-1,Masculino,2023
5.5,5.7,Fase 3 (7° e 8° ano),2G,RA-1104,7.265533333,7.3,6.4,5.0,2010,9.063333333,2.52,2023,Ametista,Pública,Aluno-1104,10.0,13,FASE 2,-1,Feminino,2023
6.0,6.4,Fase 2 (5° e 6° ano),2G,RA-563,7.684133333,6.3,6.2,10.0,2011,8.726666667,2.52,2020,Ametista,Pública,Aluno-563,9.7,11,FASE 2,0,Feminino,2023
5.7,9.5,Fase 3 (7° e 8° ano),2G,RA-573,7.774366667,7.5,6.6,5.0,2011,8.45,5.0,2020,Ametista,Pública,Aluno-573,9.8,12,FASE 2,-1,Masculino,2023
4.5,10.0,Fase 3 (7° e 8° ano),2G,RA-551,7.075033333,6.2,5.4,5.0,2010,8.393333333,2.52,2018,Ametista,Pública,Aluno-551,8.6,13,FASE 2,-1,Feminino,2023
8.8,9.0,Fase 3 (7° e 8° ano),2G,RA-566,7.7227,8.0,8.4,5.0,2010,8.673333333,2.52,2022,Ametista,Pública,Aluno-566,8.8,12,FASE 2,-1,Feminino,2023
1.5,7.4,Fase 3 (7° e 8° ano),2G,RA-555,5.898133333,6.2,3.9,5.0,2010,6.946666667,2.52,2019,Quartzo,Pública,Aluno-555,8.1,13,FASE 2,-1,Masculino,2023
7.7,0.0,Fase 3 (7° e 8° ano),2G,RA-373,6.805,9.0,8.4,5.0,2011,7.84,2.52,2022,Agata,Pública,Aluno-373,9.7,12,FASE 2,-1,Masculino,2023
5.0,0.0,Fase 3 (7° e 8° ano),2G,RA-1105,6.299166667,7.0,6.0,5.0,2010,8.673333333,2.52,2023,Agata,Pública,Aluno-1105,9.0,13,FASE 2,-1,Feminino,2023
3.5,0.0,Fase 3 (7° e 8° ano),2H,RA-546,6.031666667,7.8,5.7,5.0,2011,9.173333333,2.52,2021,Agata,Pública,Aluno-546,7.2,12,FASE 2,-1,Feminino,2023
8.0,10.0,Fase 2 (5° e 6° ano),2H,RA-557,8.7717,9.7,8.9,10.0,2012,9.62,5.0,2019,Topázio,Pública,Aluno-557,8.2,11,FASE 2,0,Masculino,2023
5.2,8.5,Fase 3 (7° e 8° ano),2H,RA-1106,7.1642,5.0,5.1,5.0,2011,8.003333333,5.0,2023,Ametista,Pública,Aluno-1106,9.3,12,FASE 2,-1,Masculino,2023
5.7,7.8,Fase 5 (1° EM),2H,RA-558,6.615333333,6.3,6.0,2.5,2008,6.78,5.0,2022,Agata,Pública,Aluno-558,9.4,15,FASE 2,-3,Masculino,2023
2.3,0.0,Fase 3 (7° e 8° ano),2H,RA-560,4.932,5.7,4.0,5.0,2011,6.0,2.52,2020,Quartzo,Pública,Aluno-560,8.4,12,FASE 2,-1,Masculino,2023
8.0,9.0,Fase 3 (7° e 8° ano),2H,RA-1107,7.9327,7.0,7.5,5.0,2010,8.783333333,5.0,2023,Ametista,Pública,Aluno-1107,9.4,12,FASE 2,-1,Feminino,2023
3.7,0.0,Fase 3 (7° e 8° ano),2H,RA-1108,6.310833333,5.7,4.7,5.0,2010,8.283333333,5.0,2023,Agata,Pública,Aluno-1108,9.3,12,FASE 2,-1,Masculino,2023
5.2,9.5,Fase 3 (7° e 8° ano),2H,RA-542,7.816533333,7.3,6.3,5.0,2011,9.006666667,5.0,2019,Ametista,Pública,Aluno-542,9.7,12,FASE 2,-1,Feminino,2023
5.5,7.8,Fase 2 (5° e 6° ano),2H,RA-543,7.971833333,7.5,6.5,10.0,2012,9.006666667,2.52,2022,Ametista,Pública,Aluno-543,9.8,11,FASE 2,0,Feminino,2023
6.5,8.5,Fase 3 (7° e 8° ano),2H,RA-556,7.7482,7.8,7.2,5.0,2011,9.396666667,2.52,2018,Ametista,Pública,Aluno-556,9.6,12,FASE 2,-1,Feminino,2023
3.5,10.0,Fase 4 (9° ano),2H,RA-1109,6.277533333,3.3,3.4,5.0,2009,7.836666667,5.0,2023,Agata,Pública,Aluno-1109,6.4,14,FASE 2,-2,Masculino,2023
6.8,0.0,Fase 3 (7° e 8° ano),2H,RA-389,6.687,9.5,8.2,5.0,2011,8.95,2.52,2019,Agata,Pública,Aluno-389,8.2,12,FASE 2,-1,Masculino,2023
6.5,4.6,Fase 3 (7° e 8° ano),2H,RA-1110,7.248566667,7.0,6.8,5.0,2011,8.73,5.0,2023,Ametista,Pública,Aluno-1110,9.2,12,FASE 2,-1,Feminino,2023
8.5,7.0,Fase 5 (1° EM),2I,RA-568,6.9647,6.7,7.6,2.5,2008,8.01,5.0,2018,Agata,Pública,Aluno-568,7.9,15,FASE 2,-3,Masculino,2023
7.7,0.0,Fase 3 (7° e 8° ano),2I,RA-562,6.824833333,9.7,8.7,5.0,2011,8.893333333,2.52,2021,Agata,Pública,Aluno-562,8.5,12,FASE 2,-1,Feminino,2023
4.8,0.0,Fase 2 (5° e 6° ano),2I,RA-1111,6.559166667,6.0,5.4,10.0,2012,8.173333333,2.52,2023,Agata,Pública,Aluno-1111,8.9,11,FASE 2,0,Feminino,2023
5.2,9.5,Fase 3 (7° e 8° ano),2I,RA-1112,7.088866667,7.3,6.3,5.0,2011,8.616666667,2.52,2023,Ametista,Pública,Aluno-1112,7.9,12,FASE 2,-1,Masculino,2023
8.8,8.0,Fase 3 (7° e 8° ano),2I,RA-525,7.911366667,9.5,9.2,5.0,2011,9.566666667,2.52,2021,Ametista,Pública,Aluno-525,8.6,12,FASE 2,-1,Feminino,2023
8.7,8.5,Fase 3 (7° e 8° ano),2I,RA-357,8.2832,8.7,8.7,5.0,2010,8.23,7.52,2022,Topázio,Pública,Aluno-357,9.6,13,FASE 2,-1,Masculino,2023
5.5,9.0,Fase 3 (7° e 8° ano),2I,RA-583,7.838866667,7.0,6.3,5.0,2010,8.616666667,7.52,2019,Ametista,Pública,Aluno-583,9.4,13,FASE 2,-1,Feminino,2023
5.0,9.5,Fase 2 (5° e 6° ano),2I,RA-584,7.697533333,6.5,5.8,10.0,2012,8.56,2.52,2019,Ametista,Pública,Aluno-584,9.0,11,FASE 2,0,Feminino,2023
7.5,8.0,Fase 2 (5° e 6° ano),2K,RA-586,8.4242,9.2,8.4,10.0,2012,9.343333333,2.52,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-586,10.0,10,FASE 2,0,Feminino,2023
5.0,0.0,Fase 3 (7° e 8° ano),2K,RA-1113,5.636666667,5.0,5.0,5.0,2011,7.173333333,7.52,2023,Quartzo,Pública,Aluno-1113,6.0,12,FASE 2,-1,Masculino,2023
5.8,7.9,Fase 3 (7° e 8° ano),2K,RA-413,6.803633333,6.7,6.3,5.0,2010,7.503333333,2.52,2022,Agata,Pública,Aluno-413,8.9,13,FASE 2,-1,Feminino,2023
8.2,10.0,Fase 2 (5° e 6° ano),2K,RA-599,8.532866667,8.7,8.5,10.0,2012,9.286666667,2.52,2022,Topázio,Pública,Aluno-599,9.5,10,FASE 2,0,Masculino,2023
4.3,8.5,Fase 2 (5° e 6° ano),2K,RA-1114,7.5667,5.5,4.9,10.0,2011,8.56,2.52,2023,Ametista,Pública,Aluno-1114,9.8,11,FASE 2,0,Feminino,2023
6.3,4.0,Fase 3 (7° e 8° ano),2K,RA-401,6.363666667,8.3,7.3,5.0,2010,7.116666667,2.52,2021,Agata,Pública,Aluno-401,8.1,12,FASE 2,-1,Feminino,2023
6.0,0.0,Fase 2 (5° e 6° ano),2K,RA-1115,6.474,2.0,4.0,10.0,2012,7.56,7.52,2023,Agata,Pública,Aluno-1115,8.3,11,FASE 2,0,Feminino,2023
3.8,9.5,Fase 3 (7° e 8° ano),2K,RA-1116,6.956533333,6.0,4.9,5.0,2009,7.39,5.0,2023,Agata,Pública,Aluno-1116,9.2,13,FASE 2,-1,Masculino,2023
6.0,9.0,Fase 2 (5° e 6° ano),2K,RA-604,8.548033333,9.0,7.5,10.0,2012,8.616666667,7.52,2021,Topázio,Pública,Aluno-604,9.3,11,FASE 2,0,Feminino,2023
4.8,9.0,Fase 3 (7° e 8° ano),2K,RA-605,7.709366667,8.8,6.8,5.0,2010,7.84,7.52,2021,Ametista,Pública,Aluno-605,9.5,12,FASE 2,-1,Feminino,2023
2.7,6.3,Fase 3 (7° e 8° ano),2K,RA-668,6.017933333,4.0,3.4,5.0,2011,7.616666667,7.52,2022,Agata,Pública,Aluno-668,6.3,12,FASE 2,-1,Masculino,2023
6.0,9.0,Fase 2 (5° e 6° ano),2K,RA-1117,8.382366667,8.5,7.3,10.0,2012,7.946666667,7.52,2023,Topázio,Pública,Aluno-1117,9.6,11,FASE 2,0,Feminino,2023
4.8,5.3,Fase 3 (7° e 8° ano),2K,RA-1118,7.163833333,7.2,6.0,5.0,2010,8.28,7.52,2023,Ametista,Pública,Aluno-1118,8.8,13,FASE 2,-1,Feminino,2023
6.3,10.0,Fase 2 (5° e 6° ano),2K,RA-610,8.2857,7.7,7.0,10.0,2013,8.896666667,2.52,2022,Topázio,Pública,Aluno-610,10.0,10,FASE 2,0,Feminino,2023
6.2,8.4,Fase 3 (7° e 8° ano),2K,RA-409,7.621466667,9.7,8.0,5.0,2011,8.73,2.52,2022,Ametista,Pública,Aluno-409,9.5,12,FASE 2,-1,Feminino,2023
2.5,9.5,Fase 4 (9° ano),2L,RA-466,6.595533333,6.5,4.5,5.0,2009,7.056666667,6.89,2022,Agata,Pública,Aluno-466,7.6,14,FASE 2,-2,Masculino,2023
5.8,0.0,Fase 3 (7° e 8° ano),2L,RA-760,6.548333333,6.8,6.3,5.0,2011,7.84,7.52,2021,Agata,Pública,Aluno-760,8.8,12,FASE 2,-1,Masculino,2023
4.7,7.9,Fase 3 (7° e 8° ano),2L,RA-404,6.7093,7.2,6.0,5.0,2010,6.89,5.02,2020,Agata,Pública,Aluno-404,8.3,13,FASE 2,-1,Feminino,2023
5.7,6.3,Fase 2 (5° e 6° ano),2L,RA-590,7.647666667,7.3,6.5,10.0,2012,8.34,3.77,2020,Ametista,Privada,Aluno-590,9.7,11,FASE 2,0,Feminino,2023
6.8,7.5,Fase 3 (7° e 8° ano),2L,RA-469,7.482533333,8.8,7.8,5.0,2011,8.843333333,2.52,2022,Ametista,Pública,Aluno-469,9.3,12,FASE 2,-1,Feminino,2023
3.0,7.3,Fase 3 (7° e 8° ano),2L,RA-1119,7.192,8.8,5.9,5.0,2010,8.453333333,3.77,2023,Ametista,Pública,Aluno-1119,9.7,13,FASE 2,-1,Feminino,2023
7.3,9.5,Fase 2 (5° e 6° ano),2L,RA-1120,9.103366667,9.2,8.3,10.0,2012,9.676666667,7.52,2023,Topázio,Pública,Aluno-1120,9.6,11,FASE 2,0,Feminino,2023
3.7,5.1,Fase 3 (7° e 8° ano),2L,RA-472,6.6858,7.2,5.5,5.0,2010,8.223333333,7.52,2022,Agata,Pública,Aluno-472,7.1,13,FASE 2,-1,Feminino,2023
6.5,0.0,Fase 2 (5° e 6° ano),2L,RA-1121,8.049,9.5,8.0,10.0,2012,9.84,6.26,2023,Topázio,Pública,Aluno-1121,9.9,11,FASE 2,0,Masculino,2023
5.2,0.0,Fase 2 (5° e 6° ano),2L,RA-1122,7.3715,8.5,6.9,10.0,2012,8.616666667,6.89,2023,Ametista,Pública,Aluno-1122,9.3,11,FASE 2,0,Masculino,2023
3.5,6.9,Fase 2 (5° e 6° ano),2L,RA-438,6.9883,7.3,5.4,10.0,2012,7.223333333,6.26,2022,Agata,Pública,Aluno-438,7.5,11,FASE 2,0,Masculino,2023
6.0,7.9,Fase 3 (7° e 8° ano),2L,RA-408,7.242133333,7.5,6.8,5.0,2010,8.45,3.77,2022,Ametista,Pública,Aluno-408,8.5,13,FASE 2,-1,Feminino,2023
3.8,7.3,Fase 3 (7° e 8° ano),2L,RA-1123,6.9565,6.8,5.3,5.0,2010,7.113333333,7.52,2023,Agata,Pública,Aluno-1123,8.9,13,FASE 2,-1,Masculino,2023
1.0,9.5,Fase 4 (9° ano),2M,RA-1124,6.667866667,5.0,3.0,5.0,2009,7.786666667,7.52,2023,Agata,Pública,Aluno-1124,8.0,14,FASE 2,-2,Feminino,2023
5.8,10.0,Fase 4 (9° ano),2M,RA-623,7.8307,8.8,7.3,5.0,2009,7.446666667,7.52,2022,Ametista,Pública,Aluno-623,9.5,14,FASE 2,-2,Masculino,2023
4.3,0.0,Fase 2 (5° e 6° ano),2M,RA-661,6.846333333,8.7,6.5,10.0,2011,7.836666667,6.89,2022,Agata,Pública,Aluno-661,7.7,12,FASE 2,0,Masculino,2023
4.7,9.0,Fase 3 (7° e 8° ano),2M,RA-626,7.231033333,8.3,6.5,5.0,2011,7.613333333,4.39,2021,Ametista,Pública,Aluno-626,9.2,12,FASE 2,-1,Masculino,2023
1.8,8.5,Fase 3 (7° e 8° ano),2M,RA-433,6.5982,7.7,4.8,5.0,2010,7.613333333,7.52,2022,Agata,Pública,Aluno-433,7.2,13,FASE 2,-1,Masculino,2023
8.8,9.0,Fase 3 (7° e 8° ano),2M,RA-614,8.2282,8.3,8.6,5.0,2010,8.563333333,7.52,2021,Topázio,Pública,Aluno-614,9.1,13,FASE 2,-1,Masculino,2023
5.2,6.3,Fase 3 (7° e 8° ano),2M,RA-434,7.069766667,8.0,6.6,5.0,2011,7.613333333,7.52,2022,Ametista,Pública,Aluno-434,8.0,12,FASE 2,-1,Masculino,2023
